CVEGEO,Nombre,VPC_2003,VPC_2004,VPC_2005,VPC_2006,VPC_2007,VPC_2008,VPC_2009,VPC_2010,VPC_2011,VPC_2012,VPC_2013,VPC_2014,VPC_2015,VPC_2016
20001,Abejones,568,440,307,576,598,672,672,690,745,834,731,634,658,698
20002,Acatlán de Pérez Figueroa,501032,339100,338109,379606,424754,410330,437998,646806,813566,723474,641600,573662,459780,719155
20003,Asunción Cacalotepec,3417,4024,3659,4201,4883,5015,4779,6740,7546,5855,7221,8804,5544,5714
20004,Asunción Cuyotepeji,2165,1689,1783,1789,1681,2108,1305,5313,5212,5491,4574,4170,3602,3932
20005,Asunción Ixtaltepec,14696,17054,28978,34061,45438,46786,50112,53370,52647,83766,89532,83195,84206,93281
20006,Asunción Nochixtlán,7679,8604,6818,18029,15697,17165,19869,9802,28995,22533,16248,21324,20423,25086
20007,Asunción Ocotlán,4102,1943,2308,2388,5050,3680,6854,9285,7959,9089,7538,5539,3828,3917
20008,Asunción Tlacolulita,8063,2510,2773,2494,3435,4060,4464,4399,5841,5205,4811,8641,5134,6193
20009,Ayotzintepec,28345,100657,52559,55200,80531,81416,82225,70550,103645,105399,102513,109186,119242,97306
20010,El Barrio de la Soledad,4308,5982,6262,6374,14934,9881,12839,12088,17639,19164,20214,17398,18489,20115
20011,Calihualá,1086,1096,247,60,862,1691,845,1782,1765,4716,2824,2616,1887,1425
20012,Candelaria Loxicha,14527,10807,8990,9772,10730,12143,12889,10494,13611,15139,19158,16277,17703,15434
20013,Ciénega de Zimatlán,64673,23785,23460,21046,28311,31251,26467,34574,23236,33992,34354,26346,17689,14809
20014,Ciudad Ixtepec,6008,5465,5863,5585,5919,12542,13020,14614,16200,18679,10113,6945,8272,14860
20015,Coatecas Altas,5335,2542,3455,3521,7511,6806,3602,11042,8769,10198,7574,8598,7807,7617
20016,Coicoyán de las Flores,3369,3486,1716,11267,9726,10911,9245,17090,11243,19235,13137,15431,13386,11372
20017,La Compañía,6333,4551,9769,10122,19249,17405,14295,22733,26338,17905,18184,17750,17944,27182
20018,Concepción Buenavista,1742,623,471,439,1427,1818,1059,1421,2673,2717,898,2059,1968,1755
20019,Concepción Pápalo,5749,4561,4702,6028,6161,7274,6416,6602,7563,7580,8504,7014,4987,7898
20020,Constancia del Rosario,2658,3442,3267,3533,3878,3896,4016,3524,3790,3873,5892,5698,5627,6169
20021,Cosolapa,104830,168227,169977,196041,219337,207866,212852,338358,345694,330777,306759,250356,30343,305666
20022,Cosoltepec,1103,1391,2696,3050,2312,2717,3586,4663,4147,4291,4357,4426,4344,4863
20023,Cuilápam de Guerrero,14970,9095,16725,16668,26016,26643,15441,20409,20204,32725,19624,20865,10585,15381
20024,Cuyamecalco Villa de Zaragoza,1976,1660,1631,1684,2058,2284,2503,2812,4091,4892,5818,4750,3905,4193
20025,Chahuites,50399,40610,46730,87174,67379,64289,69256,50580,77329,62418,65413,66626,35402,41893
20026,Chalcatongo de Hidalgo,10350,9262,6024,19433,12529,12907,13910,11620,12781,12086,16677,14062,13863,15204
20027,Chiquihuitlán de Benito Juárez,862,1179,1442,933,1693,2112,1928,2010,2515,2671,2243,2022,2297,2382
20028,Heroica Ciudad de Ejutla de Crespo,18554,19492,16389,32361,51413,67878,50027,172373,121273,139502,140016,87858,127664,106311
20029,Eloxochitlán de Flores Magón,3374,2711,3325,2695,4183,5362,5069,4913,5647,7543,6685,5705,4857,5899
20030,El Espinal,4143,4036,11438,14337,21357,23171,24546,22541,22268,26711,26004,27333,28962,30052
20031,Tamazulápam del Espíritu Santo,6233,6096,6776,7158,8116,8497,7523,6643,7591,8628,8658,7304,7369,8423
20032,Fresnillo de Trujano,1210,2979,1331,468,1041,1354,491,1068,735,1806,1161,681,603,470
20033,Guadalupe Etla,20850,6934,6856,3296,3133,3319,3307,3714,3343,3246,2226,2671,2317,2142
20034,Guadalupe de Ramírez,1137,1185,492,478,1839,1964,935,2246,1547,3115,2194,1371,1328,1064
20035,Guelatao de Juárez,650,652,574,671,907,756,749,778,801,898,987,485,447,544
20036,Guevea de Humboldt,13715,19372,13425,40205,38516,25192,32257,31465,33960,22138,33068,34312,28910,29642
20037,Mesones Hidalgo,7102,5873,4397,6942,6367,6634,8800,8596,9488,9808,10741,10024,9489,11269
20038,Villa Hidalgo,845,697,826,768,570,799,657,859,919,943,893,874,1042,1325
20039,Heroica Ciudad de Huajuapan de León,11028,10128,4316,6495,14406,16212,11546,16963,13057,22910,14521,12462,11895,12577
20040,Huautepec,8645,6566,7741,6435,10836,11517,10063,10219,11885,12590,10793,10001,9717,10765
20041,Huautla de Jiménez,11289,14407,17017,16114,24025,28794,28588,28742,35283,18647,18608,15314,14469,15482
20042,Ixtlán de Juárez,16070,19433,17310,20098,23326,26051,26900,27068,28673,24844,19240,22612,16384,16951
20043,Heroica Ciudad de Juchitán de Zaragoza,38607,37374,51910,68958,94298,101671,115864,92499,90095,122258,102207,114027,121275,133367
20044,Loma Bonita,399160,176423,171325,226511,274066,379413,658528,503603,487991,412249,472390,418468,457710,542499
20045,Magdalena Apasco,11656,6703,4760,5206,5474,5459,3193,6410,5872,9451,6755,6442,6862,7098
20046,Magdalena Jaltepec,6453,7769,6693,15968,20177,16274,26232,1082,31812,29743,16733,18982,22654,22651
20047,Santa Magdalena Jicotlán,200,310,191,125,425,597,389,505,542,645,140,410,350,503
20048,Magdalena Mixtepec,3789,1554,3434,1573,2938,2842,1746,3490,3472,3548,2585,2246,1811,1375
20049,Magdalena Ocotlán,2929,1972,2023,1520,3600,3299,1169,3942,4102,4377,1607,3139,2292,2282
20050,Magdalena Peñasco,1048,1155,808,1088,1430,1640,1730,1390,1598,1871,2133,2222,2129,2696
20051,Magdalena Teitipac,2590,1596,2166,2871,1435,4841,748,5269,6637,8011,6197,7564,8553,7156
20052,Magdalena Tequisistlán,43888,12724,16413,16923,16013,21098,16703,19358,28356,20123,20391,26122,24535,27631
20053,Magdalena Tlacotepec,2195,3704,3456,3124,4558,5112,5258,3016,4351,4805,3694,3443,4078,4726
20054,Magdalena Zahuatlán,659,1138,1155,2018,2719,4466,4275,483,4912,3628,3089,3521,3069,3187
20055,Mariscala de Juárez,3519,3487,3599,1949,5633,6052,5033,7585,4665,7635,5418,3481,4461,3825
20056,Mártires de Tacubaya,5835,5543,3622,2848,4087,5177,12111,11734,14338,13814,5773,5501,6974,7714
20057,Matías Romero Avendaño,46552,54429,100349,134946,158793,139321,120972,182206,268751,300878,427728,473981,478923,478954
20058,Mazatlán Villa de Flores,15234,10073,10448,8666,10857,15997,14794,16234,19639,22603,22709,21512,21203,23165
20059,Miahuatlán de Porfirio Díaz,41459,18667,116865,49544,49898,50036,36878,72587,69274,73702,72987,82904,63288,75612
20060,Mixistlán de la Reforma,2520,2563,2306,2918,2858,3052,3074,3053,3277,4522,3036,2613,2658,3124
20061,Monjas,7865,2859,4857,3140,6350,4645,2670,6439,6562,6084,4314,4717,5918,4934
20062,Natividad,94,99,85,96,98,113,112,115,116,134,119,116,93,146
20063,Nazareno Etla,22995,8705,8362,3659,4793,3950,2702,2787,2288,2386,2377,2651,2270,2853
20064,Nejapa de Madero,229896,40540,50279,65780,65075,78363,76401,61828,69653,59516,60970,74547,65057,65499
20065,Ixpantepec Nieves,1040,1020,338,884,2111,1900,1460,2353,2907,4363,2957,2149,1966,1919
20066,Santiago Niltepec,27855,29139,21796,29238,28171,48884,45371,14818,55189,57392,28240,41521,15345,55552
20067,Oaxaca de Juárez,342,1440,1439,2465,5450,3961,2900,4237,3627,2823,2013,1739,2704,3636
20068,Ocotlán de Morelos,48335,37240,33363,28972,50013,28598,18500,34158,30908,32594,27029,27914,35953,35983
20069,La Pe,1119,961,3437,3671,9532,11293,7556,15641,14984,11201,9368,8619,9710,8459
20070,Pinotepa de Don Luis,9992,8140,3486,6212,5622,7222,7011,6938,7990,7243,6100,4449,6902,8686
20071,Pluma Hidalgo,14137,8664,8879,7426,7778,9882,9805,7902,9726,17902,20772,18545,17778,9711
20072,San José del Progreso,2981,5736,6551,4714,13447,13091,6910,14394,15145,14317,6749,14098,9497,10980
20073,Putla Villa de Guerrero,31922,27526,25473,59636,47990,41896,43710,40421,42970,44176,46136,49043,49579,50407
20074,Santa Catarina Quioquitani,2795,420,721,350,354,1115,618,943,1534,1021,1082,1135,918,1199
20075,Reforma de Pineda,19966,24567,22842,57684,48396,62679,66451,41815,54564,53176,42419,45085,34849,46288
20076,La Reforma,2766,3022,2280,2636,5925,5009,3730,3948,4315,4589,8733,9166,7821,7791
20077,Reyes Etla,20190,7135,7616,5556,7315,6907,5755,7594,6429,7215,4979,5680,5318,8437
20078,Rojas de Cuauhtémoc,19731,5071,8560,2835,5328,1168,3000,5139,4313,4378,4291,5028,5113,5042
20079,Salina Cruz,1607,1950,1836,352,1959,3254,6172,1574,2179,3977,1531,1416,1136,3059
20080,San Agustín Amatengo,6751,4599,5306,8933,6868,6866,7378,9580,9672,9665,9034,8648,6786,5555
20081,San Agustín Atenango,5292,4220,1644,1155,6008,8295,6560,16697,10654,12221,8694,5659,5478,6437
20082,San Agustín Chayuco,29054,16680,11328,12112,14289,15492,16358,16270,9980,7925,9566,8461,11069,13404
20083,San Agustín de las Juntas,1107,1061,873,1127,1988,1344,1059,1705,1471,1590,830,893,588,512
20084,San Agustín Etla,2990,1427,1128,1563,1619,1168,543,1223,1206,2398,2063,2054,3248,3483
20085,San Agustín Loxicha,26079,18823,14684,20882,20724,22704,24019,20163,29200,24612,29825,24590,24284,22239
20086,San Agustín Tlacotepec,681,786,535,649,890,901,936,750,756,875,1079,973,943,1010
20087,San Agustín Yatareni,386,914,550,214,1223,825,369,931,721,603,171,397,858,735
20088,San Andrés Cabecera Nueva,2041,2696,1856,2260,3772,3027,2978,2927,3180,3111,4693,4970,4868,4821
20089,San Andrés Dinicuiti,2298,4157,2229,3163,4984,4649,2949,5914,4943,7397,6301,5355,4850,4517
20090,San Andrés Huaxpaltepec,14508,13507,9302,10744,13207,17424,9750,16761,21258,18744,12969,13179,17422,30164
20091,San Andrés Huayápam,3163,2675,2457,2518,4930,4764,2835,7372,6252,8890,7069,7354,3311,2419
20092,San Andrés Ixtlahuaca,2350,2413,3446,3921,5109,5151,2885,5708,5501,11718,10460,8611,15952,15918
20093,San Andrés Lagunas,1294,192,641,606,1357,2073,867,865,1967,1957,1021,752,1743,1437
20094,San Andrés Nuxiño,1570,1693,1588,3751,3308,5542,4122,1828,5773,5644,4906,4475,4144,4313
20095,San Andrés Paxtlán,261,198,1573,213,3022,2595,1699,3090,2906,2813,2607,3234,3512,2847
20096,San Andrés Sinaxtla,5011,4777,6063,14671,10160,13428,22702,3864,18352,16572,9755,11921,9677,10416
20097,San Andrés Solaga,1845,1808,1735,1933,1949,2359,2351,2483,2708,2493,2103,2430,2577,3246
20098,San Andrés Teotilálpam,5930,6007,5052,6131,9469,11107,9401,9792,9603,9488,9633,8139,9716,9814
20099,San Andrés Tepetlapa,118,118,9,372,419,408,173,232,117,269,214,188,187,180
20100,San Andrés Yaá,949,812,621,851,935,1065,1075,1058,1173,1065,1004,1201,897,970
20101,San Andrés Zabache,365,554,1716,1471,1429,1623,797,4178,2835,4014,3272,3254,4206,3546
20102,San Andrés Zautla,5131,4395,2852,4792,8371,7316,3345,5283,4540,7040,4600,5352,5670,5220
20103,San Antonino Castillo Velasco,14345,9874,14435,11997,14480,15980,12335,15936,16721,15851,13915,13196,15142,14134
20104,San Antonino el Alto,5787,2395,4068,3292,7302,5486,3706,5669,5138,5662,4349,3598,3761,2252
20105,San Antonino Monte Verde,4602,809,1792,1035,5637,5754,2791,3430,6147,5478,4166,3363,4100,4775
20106,San Antonio Acutla,305,246,397,150,731,786,399,202,981,965,155,455,580,600
20107,San Antonio de la Cal,2978,2328,1589,1746,1372,1590,1546,1939,1663,1831,892,795,650,707
20108,San Antonio Huitepec,1931,4847,4776,8850,14823,13594,3731,16980,16425,18163,12509,12504,12714,8868
20109,San Antonio Nanahuatípam,11854,9639,7715,10968,10092,9015,11956,14621,14274,21124,16412,15710,15294,20240
20110,San Antonio Sinicahua,700,685,290,1157,1386,1292,1327,926,1168,651,1435,1398,1256,1424
20111,San Antonio Tepetlapa,6495,4962,4245,3855,5309,6532,6251,6155,6573,6255,6386,7212,6621,9394
20112,San Baltazar Chichicápam,10543,8386,16835,9801,14186,26339,18344,31549,31457,35163,30368,27605,37267,32774
20113,San Baltazar Loxicha,3255,2180,1821,4384,2245,3154,4702,3368,4903,4609,4265,3870,3801,4438
20114,San Baltazar Yatzachi el Bajo,733,483,393,616,572,706,601,622,680,720,694,563,723,730
20115,San Bartolo Coyotepec,3015,3891,5339,4419,10095,7649,5508,7264,6350,8699,7268,7277,7478,6797
20116,San Bartolomé Ayautla,4560,3892,5062,5362,6036,7264,5855,6887,10299,8130,7597,6556,6170,7064
20117,San Bartolomé Loxicha,6975,4877,4133,3965,4262,5242,4047,2471,3977,4371,4438,4061,4220,4185
20118,San Bartolomé Quialana,3795,859,3918,1622,2113,1986,1698,4597,4476,4004,3076,4626,4153,4088
20119,San Bartolomé Yucuañe,395,488,330,549,500,712,571,377,356,828,610,544,574,611
20120,San Bartolomé Zoogocho,155,90,62,102,102,111,111,117,118,128,120,114,85,119
20121,San Bartolo Soyaltepec,1666,842,245,253,1716,2348,895,1402,2754,2800,580,1564,1734,1863
20122,San Bartolo Yautepec,39636,5993,3734,4200,3643,4347,4986,2431,3811,1921,2988,4805,1320,1871
20123,San Bernardo Mixtepec,14155,13870,17425,16439,24751,23451,18029,20463,21675,19610,13690,11979,13837,11449
20124,San Blas Atempa,30458,28951,25552,33351,29586,37136,46548,35390,48756,53381,36009,36623,40689,51970
20125,San Carlos Yautepec,116621,24937,19902,25695,20826,31389,32339,27670,39925,30122,31498,39606,23260,24713
20126,San Cristóbal Amatlán,1351,1005,6979,3969,7478,7420,2739,9147,7465,8067,5752,6087,6419,5436
20127,San Cristóbal Amoltepec,563,630,390,1039,985,1141,1183,856,683,795,1264,1479,1477,1696
20128,San Cristóbal Lachirioag,1825,1687,1556,1824,1998,2286,2218,2272,2497,2386,2253,2499,1951,1835
20129,San Cristóbal Suchixtlahuaca,694,458,655,419,1098,1491,458,1389,2348,2553,1303,2142,1609,1812
20130,San Dionisio del Mar,1902,2997,1295,3297,2779,6252,5385,459,6112,5800,934,2350,874,4594
20131,San Dionisio Ocotepec,28292,14681,13620,15223,17446,20610,16541,36570,53462,47454,36026,33937,35608,30527
20132,San Dionisio Ocotlán,3172,2489,3875,4096,4982,5334,3450,5598,5590,6374,3789,6807,7633,9411
20133,San Esteban Atatlahuca,2644,2636,1762,2826,3951,3993,465,3056,3923,3834,3889,4810,4488,5004
20134,San Felipe Jalapa de Díaz,57730,89867,54477,42180,84307,66548,71825,65307,96941,110916,91945,97926,106345,111321
20135,San Felipe Tejalápam,12196,7300,5183,6539,11995,8272,5874,8336,8067,8686,5639,6102,5590,5938
20136,San Felipe Usila,32321,39272,33403,27915,103270,49184,45204,40632,57712,56277,52008,50412,48692,63489
20137,San Francisco Cahuacuá,3147,3046,6241,5454,5528,20807,16802,14301,6490,9171,8566,8101,7760,10461
20138,San Francisco Cajonos,1072,764,687,937,782,905,735,721,750,889,892,741,706,775
20139,San Francisco Chapulapa,1620,1969,1257,1473,2450,3449,2876,3217,3500,3892,3007,2844,3371,3301
20140,San Francisco Chindúa,2120,1668,2544,6059,6308,8395,12259,7603,10476,8782,6672,5922,5378,5443
20141,San Francisco del Mar,8418,13033,8768,13537,18715,25164,23025,8480,26075,27023,18932,21551,15459,25501
20142,San Francisco Huehuetlán,2066,1747,1794,1480,1844,2211,2702,3252,4243,3058,4005,3655,3807,3737
20143,San Francisco Ixhuatán,33739,36309,38614,73530,51289,64914,61653,46027,64272,60393,49254,54241,62360,77240
20144,San Francisco Jaltepetongo,1415,1341,1532,3127,3677,5427,6483,3186,5524,4657,4096,3258,1814,3211
20145,San Francisco Lachigoló,1892,1048,1994,1566,1549,2058,776,2689,2934,4452,4602,4937,5352,4866
20146,San Francisco Logueche,45,11,217,519,1680,1744,16862,15857,21122,10134,2964,2198,3495,2577
20147,San Francisco Nuxaño,584,570,387,990,986,1674,1665,366,2680,2465,2149,2204,1903,2006
20148,San Francisco Ozolotepec,1218,1560,2438,2119,3844,3595,2427,3071,2983,3562,3035,3021,2931,2481
20149,San Francisco Sola,11946,6016,4394,6191,8543,6788,1591,16054,11241,4648,4932,5212,6324,3998
20150,San Francisco Telixtlahuaca,4096,4490,8968,7391,10402,5943,2608,5090,5273,5933,4423,3847,4940,4484
20151,San Francisco Teopan,966,269,285,188,791,877,512,759,879,975,84,535,726,737
20152,San Francisco Tlapancingo,1692,1643,461,247,2006,3059,1162,2046,1133,3061,2458,2117,1575,1303
20153,San Gabriel Mixtepec,15907,11958,6374,7733,9854,11444,8699,10682,19659,12935,12327,11235,13342,14133
20154,San Ildefonso Amatlán,2425,1781,3843,3350,11515,8622,3405,5665,5204,5776,5069,5231,6143,5327
20155,San Ildefonso Sola,5038,2521,1988,3508,4024,4516,4452,6377,5103,3277,3223,3228,3832,1991
20156,San Ildefonso Villa Alta,6230,7431,6884,7956,8443,9984,10013,10237,10782,10022,8709,10743,7262,7412
20157,San Jacinto Amilpas,367,420,709,504,828,944,741,1194,1171,858,357,338,262,517
20158,San Jacinto Tlacotepec,2543,2808,3332,4708,4387,5018,2558,5088,6159,6143,7544,6653,8660,6782
20159,San Jerónimo Coatlán,3443,1846,3971,3657,9918,9242,5473,11402,11749,12857,14701,13051,12243,9425
20160,San Jerónimo Silacayoapilla,433,961,525,787,1112,1396,647,1095,914,1651,1402,886,696,955
20161,San Jerónimo Sosola,1464,2350,1143,1894,20593,16472,9100,14458,16306,12943,4860,5226,6486,5754
20162,San Jerónimo Taviche,774,1437,3353,572,3923,3552,2006,3684,3968,4009,1537,2340,1113,6232
20163,San Jerónimo Tecóatl,1586,1560,1693,1289,2034,1990,2521,3080,3539,3389,3612,3371,3737,4005
20164,San Jorge Nuchita,3847,2983,2017,1274,2877,3460,2796,4272,3564,5813,4437,3201,3025,2240
20165,San José Ayuquila,2585,3094,1506,658,2109,2149,1924,2615,1650,3343,2826,2026,1556,1502
20166,San José Chiltepec,102931,208461,173572,203288,224119,177221,261406,287844,216587,191568,209797,193293,176170,216928
20167,San José del Peñasco,583,1505,2172,2642,4664,5216,2606,6718,6756,6817,6775,6503,6079,6154
20168,San José Estancia Grande,9017,6473,3330,3090,3427,3930,3733,3577,4173,4239,5219,5696,6253,6395
20169,San José Independencia,2620,2298,2900,2232,8197,4807,3551,3819,3392,3106,3672,2985,2903,2815
20170,San José Lachiguiri,11,87,464,1120,1622,1921,80,1431,1685,1538,950,848,1412,2700
20171,San José Tenango,33027,27716,35118,35579,47363,52891,51104,54034,66379,43496,43296,38543,27770,32145
20172,San Juan Achiutla,488,623,496,765,879,968,967,887,969,1020,1148,1024,1183,1350
20173,San Juan Atepec,1385,1441,1406,1509,1598,1816,1822,1735,1843,2141,1839,1652,1574,1656
20174,Ánimas Trujano,4021,3326,4167,5122,7137,9047,10056,9341,7366,7774,6412,5374,2505,1943
20175,San Juan Bautista Atatlahuca,5345,3476,3417,6966,7387,7322,5330,8253,7751,6782,3862,3791,3474,2878
20176,San Juan Bautista Coixtlahuaca,2907,425,1278,1217,3329,4390,1037,3359,5140,5190,1859,2963,3988,3882
20177,San Juan Bautista Cuicatlán,29263,28258,25043,30910,38082,32328,35350,42407,33704,28269,33855,37976,34048,37037
20178,San Juan Bautista Guelache,2703,4767,3895,4838,3947,3592,2281,3257,3167,2730,1864,2095,2264,1994
20179,San Juan Bautista Jayacatlán,3517,4288,5446,6339,4491,4912,3977,5555,5265,4479,2882,3127,2324,1604
20180,San Juan Bautista Lo de Soto,9846,7617,4216,4183,4843,5480,5618,5887,6038,6471,8659,10017,12223,14057
20181,San Juan Bautista Suchitepec,1856,1765,570,653,930,1009,934,1749,1621,1722,1483,1058,937,1034
20182,San Juan Bautista Tlacoatzintepec,2665,3238,3137,3811,5483,5887,5042,5150,7336,5861,5871,4960,5439,5750
20183,San Juan Bautista Tlachichilco,1136,1124,481,298,652,660,318,1286,808,1356,1072,1068,848,788
20184,San Juan Bautista Tuxtepec,546715,1047543,793215,873100,987766,958375,1073740,1342013,1163818,1261172,1392530,1274092,1238464,1469376
20185,San Juan Cacahuatepec,14661,13129,5735,6158,8333,9711,9289,9597,9903,11241,9636,10695,11138,15170
20186,San Juan Cieneguilla,168,528,283,381,1046,1005,406,1069,533,1228,1102,716,665,649
20187,San Juan Coatzóspam,5591,4248,5103,5409,6539,7792,6653,6592,8200,8469,7834,6778,6363,7708
20188,San Juan Colorado,8223,6822,4621,4892,7262,8286,7952,8200,8541,9528,8770,5949,9640,12553
20189,San Juan Comaltepec,4688,17411,17976,9659,20659,18470,22765,13333,20492,24110,25920,26828,29456,27486
20190,San Juan Cotzocón,140929,297002,157159,157976,378906,275921,298477,374045,419897,322568,372147,508487,637371,660528
20191,San Juan Chicomezúchil,1365,1346,1310,1452,1522,1725,1685,1674,1777,2061,1792,1557,1473,1579
20192,San Juan Chilateca,696,2412,2757,1956,7892,5634,2685,5884,5647,5907,3344,2428,2320,2068
20193,San Juan del Estado,6061,2707,3933,3818,5741,7310,5970,9258,7981,6034,4475,5844,3299,2149
20194,San Juan del Río,1474,5874,8339,7414,5617,6284,5777,10094,7003,9163,4065,6084,9801,7712
20195,San Juan Diuxi,420,537,320,791,872,1437,1296,128,1581,1429,1231,1283,1154,1321
20196,San Juan Evangelista Analco,363,289,410,387,439,487,444,401,465,517,454,453,399,442
20197,San Juan Guelavía,2469,1754,1935,1470,2891,2127,1128,1861,2030,3612,3583,5432,6453,5583
20198,San Juan Guichicovi,66548,79896,114075,142185,177856,153616,149965,181180,196652,262466,273977,294632,295360,286775
20199,San Juan Ihualtepec,430,435,16,624,864,842,336,1045,459,1240,1019,875,698,642
20200,San Juan Juquila Mixes,5974,7184,6593,7635,9502,8946,9229,9081,10085,9037,7865,9134,6443,6597
20201,San Juan Juquila Vijanos,2809,3501,2938,3768,4383,4933,4666,4999,5302,4536,3416,4330,3444,2970
20202,San Juan Lachao,12636,10845,7302,7523,7660,9385,9343,7977,8526,9257,9438,8883,10701,10075
20203,San Juan Lachigalla,2417,1632,992,1562,2454,3113,2623,5756,5439,7653,7601,5258,5952,4227
20204,San Juan Lajarcia,15131,2314,4382,5982,4936,5733,5979,4128,4754,4071,4887,8551,4112,4510
20205,San Juan Lalana,32787,109335,84602,64926,110168,94217,97234,94603,144938,122032,124609,122979,121562,113723
20206,San Juan de los Cués,14439,11307,9190,8404,11105,11017,15039,16886,17457,14835,16852,20606,17547,21172
20207,San Juan Mazatlán,63879,80936,111284,183931,212154,159897,146098,264838,314537,394007,525072,611492,598213,629237
20208,San Juan Mixtepec,8276,8724,6087,9873,10059,17825,13902,11120,13832,12064,12798,16578,15754,19802
20209,San Juan Mixtepec,36,285,1442,608,612,680,108,1539,1642,1737,1572,1344,1488,1439
20210,San Juan Ñumí,4844,6756,4621,8515,9257,9927,9525,8235,9035,8148,7678,8758,8511,10143
20211,San Juan Ozolotepec,2123,1718,2186,2727,5090,4818,3288,5109,5139,5385,5196,5329,4913,3333
20212,San Juan Petlapa,2675,3303,3707,2530,12715,5202,4553,4263,7765,12786,12769,11498,12595,13442
20213,San Juan Quiahije,2733,2149,1955,2613,2085,3438,3937,2412,2857,3556,2830,3013,3494,3783
20214,San Juan Quiotepec,1614,1919,1398,1892,2193,2422,2379,2293,2499,2578,2006,2116,1675,1810
20215,San Juan Sayultepec,3780,3369,4516,10110,10609,11127,18486,5725,15573,13965,7202,11574,10997,11226
20216,San Juan Tabaá,1206,1339,1294,1404,1382,1645,1728,1782,1909,1983,1834,2212,1822,1895
20217,San Juan Tamazola,6104,5114,4098,10397,10287,6645,19714,15596,14041,16894,14596,8247,7789,12563
20218,San Juan Teita,817,1044,451,685,871,1127,997,890,981,1019,1232,1039,961,1086
20219,San Juan Teitipac,3286,1916,2610,1711,2447,2593,864,3300,3537,3420,2918,3802,4252,3569
20220,San Juan Tepeuxila,3774,3851,3252,4328,4032,5183,4990,5274,6313,7142,7128,6361,6131,6295
20221,San Juan Teposcolula,1753,614,541,316,2381,2905,1803,1548,3010,3272,691,2146,1559,2189
20222,San Juan Yaeé,1750,2774,2541,3025,3217,3985,4241,4115,4317,3617,3084,4151,2279,2346
20223,San Juan Yatzona,1345,1727,1525,1835,2046,2307,2364,2838,2840,2818,2284,2507,1902,1980
20224,San Juan Yucuita,3763,3883,3760,7360,7108,8875,15521,10837,13998,13057,9591,7882,8296,8796
20225,San Lorenzo,8000,5861,4791,5024,6959,8814,7923,8586,8793,7428,8566,9261,11344,13340
20226,San Lorenzo Albarradas,19528,4440,6162,10574,5697,8436,6316,13775,14398,18573,17495,17604,17824,15916
20227,San Lorenzo Cacaotepec,13114,7876,4336,3654,12764,19189,13942,18981,15019,15586,17222,14372,12056,11626
20228,San Lorenzo Cuaunecuiltitla,440,420,468,338,398,739,651,669,825,800,898,876,881,828
20229,San Lorenzo Texmelúcan,3813,4136,5905,8471,9163,9926,6357,8577,9033,11848,12190,10190,11142,9671
20230,San Lorenzo Victoria,1780,1695,603,238,1062,1163,993,1370,1136,1764,1492,1348,1230,1179
20231,San Lucas Camotlán,2605,3229,2992,3151,4709,4225,4253,4218,4624,3556,5960,9178,3266,3159
20232,San Lucas Ojitlán,79483,238800,120367,141873,160676,161031,137552,179108,187011,234228,217757,196675,219624,223960
20233,San Lucas Quiaviní,3205,1637,3759,2412,2692,2536,1239,4938,3976,4417,2347,4368,4558,5490
20234,San Lucas Zoquiápam,11889,7407,4300,6567,8903,14148,11859,12653,16028,13226,13526,11602,10696,12591
20235,San Luis Amatlán,8216,4846,5360,6017,8506,20227,21220,28916,32505,27287,23990,27721,21983,28562
20236,San Marcial Ozolotepec,84,342,499,971,1523,2048,1346,2700,2841,2953,2673,2488,2311,1990
20237,San Marcos Arteaga,5201,4697,1800,3604,6047,6551,2905,4566,3732,5022,3845,3287,2747,3169
20238,San Martín de los Cansecos,715,519,689,1455,1823,1806,565,3126,2533,3078,2515,1475,2503,2017
20239,San Martín Huamelúlpam,1402,1491,1039,2024,2247,2468,2112,1719,2023,1757,2521,2297,2299,2350
20240,San Martín Itunyoso,1142,1858,923,2522,1841,1963,2169,1761,1311,1967,1483,2111,1922,2171
20241,San Martín Lachilá,1682,879,1428,2029,4818,4496,1932,5762,6020,5910,4684,5438,4569,4486
20242,San Martín Peras,3263,3310,805,3987,3671,9241,6451,7243,5900,10825,8794,6236,5196,5325
20243,San Martín Tilcajete,928,2281,3157,2143,6877,6551,4696,6485,6747,6295,4374,4699,4035,4022
20244,San Martín Toxpalan,16174,15921,13998,13769,16703,15895,18605,20971,18625,15025,17388,20575,17863,22670
20245,San Martín Zacatepec,2446,4191,2513,102,1325,1483,1597,4833,4353,4927,1700,911,956,927
20246,San Mateo Cajonos,850,576,596,658,568,683,647,743,745,815,754,692,661,733
20247,Capulálpam de Méndez,1518,1478,1558,1542,1708,2026,2062,1942,2234,2268,2015,1894,1786,1952
20248,San Mateo del Mar,978,2033,3010,293,3870,4095,4885,1089,2996,4550,2363,2765,2698,3927
20249,San Mateo Yoloxochitlán,4654,1547,2048,1356,2597,2929,2872,2953,3451,3999,3571,3117,2794,3060
20250,San Mateo Etlatongo,1079,4482,6136,12744,4628,5225,8349,3195,8480,7448,5655,5444,4617,5179
20251,San Mateo Nejápam,562,573,191,1702,946,931,400,951,435,1106,812,743,666,625
20252,San Mateo Peñasco,1748,1497,1046,3878,2261,2270,2771,2781,2353,2602,3491,2902,2826,3266
